Rank,Freq,Infinitiv,Präsens_ich,Präsens_ich*,Präsens_du,Präsens_du*,"Präsens_er, sie, es",Präteritum_ich,Präteritum_ich*,Partizip II,Partizip II*,Konjunktiv II_ich,Konjunktiv II_ich*,Imperativ Singular,Imperativ Singular*,Imperativ Singular 2,Imperativ Plural,Imperativ Plural*,Hilfsverb,Hilfsverb*,Bild,Bild 1,Bild 2,Bild 3,Bild 4
705,2118,aufheben,hebe auf,,hebst auf,,hebt auf,hob auf,,aufgehoben,,höbe auf,,heb auf,,,hebt auf,,haben,,,,,,
706,2115,klagen,klage,,klagst,,klagt,klagte,,geklagt,,klagte,,klag,klage,,klagt,,haben,,,,,,
707,2110,bezweifeln,bezweifle,bezweifele,bezweifelst,,bezweifelt,bezweifelte,,bezweifelt,,bezweifelte,,bezweifle,,,bezweifelt,,haben,,,,,,
708,2104,diskutieren,diskutiere,,diskutierst,,diskutiert,diskutierte,,diskutiert,,diskutierte,,diskutier,diskutiere,,diskutiert,,haben,,,,,,
709,2104,grüßen,grüße,,grüßt,,grüßt,grüßte,,gegrüßt,,grüßte,,grüße,grüß,,grüßt,,haben,,,,,,
710,2101,arrangieren,arrangiere,,arrangierst,,arrangiert,arrangierte,,arrangiert,,arrangierte,,arrangiere,arrangier,,arrangiert,,haben,,,,,,
711,2100,blicken,blicke,,blickst,,blickt,blickte,,geblickt,,blickte,,blicke,blick,,blickt,,haben,,,,,,
712,2098,aussetzen,setze aus,,setzt aus,,setzt aus,setzte aus,,ausgesetzt,,setzte aus,,setz aus,setze aus,,setzt aus,,haben,,,,,,
713,2097,vermasseln,vermassele,vermassle,vermasselst,,vermasselt,vermasselte,,vermasselt,,vermasselte,,vermassele,vermassel,,vermasselt,,haben,,,,,,
714,2089,verlaufen,verlaufe,,verläufst,,verläuft,verlief,,verlaufen,,verliefe,,verlaufe,verlauf,,verlauft,,sein,haben,,,,,
715,2088,bewachen,bewache,,bewachst,,bewacht,bewachte,,bewacht,,bewachte,,bewach,,,bewacht,,haben,,,,,,
716,2084,kotzen,kotze,,kotzt,,kotzt,kotzte,,gekotzt,,kotzte,,kotze,,,kotzt,,haben,,Drunk_woman_vomits.jpg|mini|1|eine Frau ''kotzt'',,,,
717,2083,verprügeln,verprügel,verprügele,verprügelst,,verprügelt,verprügelte,,verprügelt,,verprügelte,,verprügel,verprügele,,verprügelt,,haben,,,,,,
718,2079,vertreten,vertrete,,vertrittst,,vertritt,vertrat,,vertreten,,verträte,,vertritt,,,vertretet,,haben,,,,,,
719,2071,sinken,sinke,,sinkst,,sinkt,sank,,gesunken,,sänke,,sinke,sink,,sinkt,,sein,,,Stöwer Titanic (colourized).jpg|thumb|1|die [[Titanic]] ''sinkt'',"Annuität Restschuldverlauf.PNG|thumb|4|[[Kosten]], [[Nutzen]], [[Preis]]e, [[Umsatz|Umsätze]], [[etc.]] ''sinken''",,
720,2068,bedanken,bedanke,,bedankst,,bedankt,bedankte,,bedankt,,bedankte,,bedank,,,bedankt,,haben,,,,,,
721,2064,operieren,operiere,,operierst,,operiert,operierte,,operiert,,operierte,,operiere,operier,,operiert,,haben,,,,,,
722,2063,erweisen,erweise,,erweist,,erweist,erwies,,erwiesen,,erwiese,,erweise,,,erweist,,haben,,,,,,
723,2063,posten,poste,,postest,,postet,postete,,gepostet,,postete,,poste,,,postet,,haben,,,,,,
724,2060,stattfinden,finde statt,,findest statt,,findet statt,fand statt,,stattgefunden,,fände statt,,finde statt,,,findet statt,,haben,,,,,,
725,2059,absagen,sage ab,,sagst ab,,sagt ab,sagte ab,,abgesagt,,sagte ab,,sage ab,,,sagt ab,,haben,,,,,,
726,2059,einziehen,ziehe ein,,ziehst ein,,zieht ein,zog ein,,eingezogen,,zöge ein,,zieh ein,,,zieht ein,,haben,,,,,,
727,2050,belästigen,belästige,,belästigst,,belästigt,belästigte,,belästigt,,belästigte,,belästige,,,belästigt,,haben,,,,,,
728,2050,kugeln,kugele,,kugelst,,kugelt,kugelte,,gekugelt,,kugelte,,kugel,kugle,,kugelt,,haben,sein,,,,,
729,2038,kontaktieren,kontaktiere,,kontaktierst,,kontaktiert,kontaktierte,,kontaktiert,,kontaktierte,,kontaktiere,kontaktier,,kontaktiert,,haben,,,,,,
730,2032,einsteigen,steige ein,,steigst ein,,steigt ein,stieg ein,,eingestiegen,,stiege ein,,steig ein,steige ein,,steigt ein,,sein,,,,,,
731,2031,unterrichten,unterrichte,,unterrichtest,,unterrichtet,unterrichtete,,unterrichtet,,unterrichtete,,unterrichte,,,unterrichtet,,haben,,,,,,
732,2027,eintreten,trete ein,,trittst ein,,tritt ein,trat ein,,eingetreten,,träte ein,,tritt ein,,,tretet ein,,haben,sein,,,,,
733,2024,losgehen,gehe los,,gehst los,,geht los,ging los,,losgegangen,,ginge los,,geh los,gehe los,,geht los,,sein,,,,,,
734,2014,putzen,putze,,putzt,,putzt,putzte,,geputzt,,putzte,,putz,putze,,putzt,,haben,,,Libelle4 - 2016-01-26.webm|mini|1|Eine [[Libelle]] ''putzt'' sich den [[Kopf]].,Woman brushing teeth.jpg|mini|1|Eine [[Frau]] ''putzt'' sich die [[Zahn|Zähne]].,,
735,2013,zielen,ziele,,zielst,,zielt,zielte,,gezielt,,zielte,,ziele,,,zielt,,haben,,,2007-12-17-101337.jpg|thumb|1|auf etwas/jemanden ''zielen'',101204-F-NH898-008 (5589542042).jpg|thumb|1|über [[Kimme und Korn]] ''zielen'',,
736,2009,hacken,hacke,,hackst,,hackt,hackte,,gehackt,,hackte,,hack,hacke,,hackt,,haben,,,,,,
737,2008,husten,huste,,hustest,,hustet,hustete,,gehustet,,hustete,,huste,,,hustet,,haben,,,,,,
738,2004,einkaufen,kaufe ein,,kaufst ein,,kauft ein,kaufte ein,,eingekauft,,kaufte ein,,kauf ein,kaufe ein,,kauft ein,,haben,,,,,,
739,1996,einnehmen,nehme ein,,nimmst ein,,nimmt ein,nahm ein,,eingenommen,,nähme ein,,nimm ein,,,nehmt ein,,haben,,,,,,
740,1987,bescheißen,bescheiße,,bescheißt,,bescheißt,beschiss,,beschissen,,beschisse,,bescheiße,,,bescheißt,,haben,,,,,,
741,1971,knallen,knalle,,knallst,,knallt,knallte,,geknallt,,knallte,,knall,,,knallt,,haben,,,,,,
742,1968,verschließen,verschließe,,verschließt,,verschließt,verschloss,,verschlossen,,verschlösse,,verschließ,,,verschließt,,haben,,,,,,
743,1966,vereinen,vereine,,vereinst,,vereint,vereinte,,vereint,,vereinte,,vereine,verein,,vereint,,haben,,,,,,
744,1965,versorgen,versorge,,versorgst,,versorgt,versorgte,,versorgt,,versorgte,,versorg,,,versorgt,,haben,,,,,,
745,1965,sprengen,sprenge,,sprengst,,sprengt,sprengte,,gesprengt,,sprengte,,sprenge,spreng,,sprengt,,haben,,Demolition of the HNA Development Building.ogv|thumb|1|ein [[Gebäude]] ''sprengen'' zum [[Zweck]] des [[Abriss]]es,,,,
746,1963,durchgehen,gehe durch,,gehst durch,,geht durch,ging durch,,durchgegangen,,ginge durch,,geh durch,,,geht durch,,sein,,,,,,
747,1962,verabreden,verabrede,,verabredest,,verabredet,verabredete,,verabredet,,verabredete,,verabrede,,,verabredet,,haben,,,,,,
748,1958,verbreiten,verbreite,,verbreitest,,verbreitet,verbreitete,,verbreitet,,verbreitete,,verbreite,,,verbreitet,,haben,,,,,,
749,1956,abziehen,ziehe ab,,ziehst ab,,zieht ab,zog ab,,abgezogen,,zöge ab,,ziehe ab,,,zieht ab,,haben,,,,,,
750,1943,vorschlagen,schlage vor,,schlägst vor,,schlägt vor,schlug vor,,vorgeschlagen,,schlüge vor,,schlag vor,,,schlagt vor,,haben,,,,,,
751,1941,verschieben,verschiebe,,verschiebst,,verschiebt,verschob,,verschoben,,verschöbe,,verschiebe,,,verschiebt,,haben,,,,,,
752,1941,beunruhigen,beunruhige,,beunruhigst,,beunruhigt,beunruhigte,,beunruhigt,,beunruhigte,,beunruhige,beunruhig,,beunruhigt,,haben,,,,,,
753,1938,gefährden,gefährde,,gefährdest,,gefährdet,gefährdete,,gefährdet,,gefährdete,,gefährd,gefährde,,gefährdet,,haben,,,,,,
754,1936,feststellen,stelle fest,,stellst fest,,stellt fest,stellte fest,,festgestellt,,stellte fest,,stell fest,stelle fest,,stellt fest,,haben,,,,,,
755,1935,hinsetzen,setze hin,,setzt hin,,setzt hin,setzte hin,,hingesetzt,,setzte hin,,setz hin,setze hin,,setzt hin,,haben,,,,,,
756,1935,zurückgehen,gehe zurück,,gehst zurück,,geht zurück,ging zurück,,zurückgegangen,,ginge zurück,,geh zurück,gehe zurück,,geht zurück,,sein,,,,,,
757,1929,mischen,mische,,mischst,mischt,mischt,mischte,,gemischt,,mischte,,misch,,,mischt,,haben,,,,,,
758,1927,wellen,welle,,wellst,,wellt,wellte,,gewellt,,wellte,,well,welle,,wellt,,haben,,Laila Mickelwait speaking.jpg|mini|2|''gewellte'' Haare,,,,
759,1926,wehren,wehre,,wehrst,,wehrt,wehrte,,gewehrt,,wehrte,,wehre,wehr,,wehrt,,haben,,,,,,
760,1926,einigen,einige,,einigst,,einigt,einigte,,geeinigt,,einigte,,einig,einige,,einigt,,haben,,,,,,
761,1925,verfahren,verfahre,,verfährst,,verfährt,verfuhr,,verfahren,,verführe,,verfahre,,,verfahrt,,haben,,,,,,
762,1919,läuten,läute,,läutest,,läutet,läutete,,geläutet,,läutete,,läut,läute,,läutet,,haben,,,,,,
763,1915,brüllen,brülle,,brüllst,,brüllt,brüllte,,gebrüllt,,brüllte,,brüll,brülle,,brüllt,,haben,,,,,,
764,1912,herbringen,bringe her,,bringst her,,bringt her,brachte her,,hergebracht,,brächte her,,bring her,bringe her,,bringt her,,haben,,,,,,
765,1909,beschweren,beschwere,,beschwerst,,beschwert,beschwerte,,beschwert,,beschwerte,,beschwere,,,beschwert,,haben,,,,,,
766,1901,zurückziehen,ziehe zurück,,ziehst zurück,,zieht zurück,zog zurück,,zurückgezogen,,zöge zurück,,ziehe zurück,,,zieht zurück,,haben,,,,,,
767,1900,quälen,quäle,,quälst,,quält,quälte,,gequält,,quälte,,quäle,,,quält,,haben,,,,,,
768,1892,umarmen,umarme,,umarmst,,umarmt,umarmte,,umarmt,,umarmte,,umarm,umarme,,umarmt,,haben,,Wedding hugs.jpg|250px|2|zwei Frauen ''umarmen sich'',,,,
769,1889,lohnen,lohne,,lohnst,,lohnt,lohnte,,gelohnt,,lohnte,,lohne,,,lohnt,,haben,,,,,,
770,1884,schluchzen,schluchze,,schluchzt,,schluchzt,schluchzte,,geschluchzt,,schluchzte,,schluchz,,,schluchzt,,haben,,,,,,
771,1883,duschen,dusche,,duschst,,duscht,duschte,,geduscht,,duschte,,dusch,,,duscht,,haben,,"Guy under shower.jpg|260px|1|ein Mann, der ''duscht''",,,,
772,1883,ausschließen,schließe aus,,schließt aus,,schließt aus,schloss aus,,ausgeschlossen,,schlösse aus,,schließ aus,,,schließt aus,,haben,,,,,,
773,1879,zittern,zittere,,zitterst,,zittert,zitterte,,gezittert,,zitterte,,zittere,,,zittert,,haben,,,,,,
774,1878,knacken,knacke,,knackst,,knackt,knackte,,geknackt,,knackte,,knack,knacke,,knackt,,haben,,,,,,
775,1876,locken,locke,,lockst,,lockt,lockte,,gelockt,,lockte,,locke,,,lockt,,haben,,,,,,
776,1875,besetzen,besetze,,besetzt,,besetzt,besetzte,,besetzt,,besetzte,,besetze,besetz,,besetzt,,haben,,,,,,
777,1874,entsprechen,entspreche,,entsprichst,,entspricht,entsprach,,entsprochen,,entspräche,,entsprich,,,entsprecht,,haben,,,,,,
778,1865,abfahren,fahre ab,,fährst ab,,fährt ab,fuhr ab,,abgefahren,,führe ab,,fahre ab,,,fahrt ab,,sein,haben,,,,,
779,1863,bezeichnen,bezeichne,,bezeichnest,,bezeichnet,bezeichnete,,bezeichnet,,bezeichnete,,bezeichne,,,bezeichnet,,haben,,,,,,
780,1852,pflegen,pflege,,pflegst,,pflegt,pflegte,pflog,gepflegt,gepflogen,pflegte,pflöge,pflege,pfleg,,pflegt,,haben,,Cholera rehydration nurses.jpg|thumb|1|Eine [[Krankenschwester]] ''pflegt'' einen [[Cholerapatient]]en.,,,,
781,1852,vergleichen,vergleiche,,vergleichst,,vergleicht,verglich,,verglichen,,vergliche,,vergleich,vergleiche,,vergleicht,,haben,,,,,,
782,1843,zusammenarbeiten,arbeite zusammen,,arbeitest zusammen,,arbeitet zusammen,arbeitete zusammen,,zusammengearbeitet,,arbeitete zusammen,,arbeite zusammen,,,arbeitet zusammen,,haben,,,,,,
783,1832,verhungern,verhungere,verhunger,verhungerst,,verhungert,verhungerte,,verhungert,,verhungerte,,verhungere,verhunger,,verhungert,,sein,,,,,,
784,1829,bevorzugen,bevorzuge,,bevorzugst,,bevorzugt,bevorzugte,,bevorzugt,,bevorzugte,,bevorzuge,,,bevorzugt,,haben,,,,,,
785,1828,vertragen,vertrage,,verträgst,,verträgt,vertrug,,vertragen,,vertrüge,,vertrag,vertrage,,vertragt,,haben,,,,,,
786,1824,ausdenken,denke aus,,denkst aus,,denkt aus,dachte aus,,ausgedacht,,dächte aus,,denke aus,,,denkt aus,,haben,,,,,,
787,1823,aushalten,halte aus,,hältst aus,,hält aus,hielt aus,,ausgehalten,,hielte aus,,halt aus,,,haltet aus,,haben,,,,,,
788,1821,erholen,erhole,,erholst,,erholt,erholte,,erholt,,erholte,,erhole,,,erholt,,haben,,,,,,
789,1820,einbrechen,breche ein,,brichst ein,,bricht ein,brach ein,,eingebrochen,,bräche ein,,brich ein,,,brecht ein,,sein,,,,,,
790,1814,korrigieren,korrigiere,,korrigierst,,korrigiert,korrigierte,,korrigiert,,korrigierte,,korrigiere,korrigier,,korrigiert,,haben,,,,,,
791,1806,verbessern,verbessere,,verbesserst,,verbessert,verbesserte,,verbessert,,verbesserte,,verbesser,verbessere,,verbessert,,haben,,,,,,
792,1806,platzen,platze,,platzt,,platzt,platzte,,geplatzt,,platzte,,platze,platz,,platzt,,sein,,,,,,
793,1806,ausrechnen,rechne aus,,rechnest aus,,rechnet aus,rechnete aus,,ausgerechnet,,rechnete aus,,rechne aus,,,rechnet aus,,haben,,,,,,
794,1800,enthalten,enthalte,,enthältst,,enthält,enthielt,,enthalten,,enthielte,,enthalte,,,enthaltet,,haben,,,,,,
795,1798,zweifeln,zweifle,zweifele,zweifelst,,zweifelt,zweifelte,,gezweifelt,,zweifelte,,zweifle,,,zweifelt,,haben,,,,,,
796,1798,übersehen,übersehe,,übersiehst,,übersieht,übersah,,übersehen,,übersähe,,übersieh,,,überseht,,haben,,,,,,
797,1794,abbrechen,breche ab,,brichst ab,,bricht ab,brach ab,,abgebrochen,,bräche ab,,brich ab,,,brecht ab,,haben,,,Schokolade-braun.jpg|270px|1|Jemand hat einige Stücke der Schokoladentafel ''abgebrochen.'',OpenOffice_abbrechen.jpg|270px|3|Soll der Prozess des Schließens von OpenOffice ''abgebrochen'' werden?,,
798,1792,hinlegen,lege hin,,legst hin,,legt hin,legte hin,,hingelegt,,legte hin,,lege hin,,,legt hin,,haben,,,,,,
799,1790,erteilen,erteile,,erteilst,,erteilt,erteilte,,erteilt,,erteilte,,erteil,erteile,,erteilt,,haben,,,,,,
800,1788,verdanken,verdanke,,verdankst,,verdankt,verdankte,,verdankt,,verdankte,,verdank,verdanke,,verdankt,,haben,,,,,,
801,1786,parken,parke,,parkst,,parkt,parkte,,geparkt,,parkte,,parke,,,parkt,,haben,,,,,,
802,1780,bedauern,bedauere,bedaure,bedauerst,,bedauert,bedauerte,,bedauert,,bedauerte,,bedauere,bedaure,,bedauert,,haben,,,,,,
803,1779,wandern,wandere,,wanderst,,wandert,wanderte,,gewandert,,wanderte,,wandere,wander,,wandert,,sein,,Cami de cavalls_hiking.jpg|thumb|1|[[drei|Drei]] [[Person]]en ''wandern'' auf der [[Insel]] [[Menorca]].,,,,
804,1779,begeben,begebe,,begibst,,begibt,begab,,begeben,,begäbe,,begib,,,begebt,,haben,,,,,,
805,1767,befolgen,befolge,,befolgst,,befolgt,befolgte,,befolgt,,befolgte,,befolg,befolge,,befolgt,,haben,,,,,,
806,1759,baden,bade,,badest,,badet,badete,,gebadet,,badete,,bade,,,badet,,haben,,"Bundesarchiv Bild 102-09247, Berlinerin im Schaumbad.jpg|mini|3|eine ''badende'' Frau",,,,
807,1756,klettern,klettere,,kletterst,,klettert,kletterte,,geklettert,,kletterte,,kletter,,,klettert,,sein,,BW 2012-08-26 Rustam Gelmanov RUS 0808.ogv|mini|2|jemand ''klettert'' an einer [[künstlich]]en [[Wand]],,,,
808,1756,eintreffen,treffe ein,,triffst ein,,trifft ein,traf ein,,eingetroffen,,träfe ein,,triff ein,,,trefft ein,,sein,,,,,,
809,1746,überreden,überrede,,überredest,,überredet,überredete,,überredet,,überredete,,überrede,,,überredet,,haben,,,,,,
810,1745,zustoßen,stoße zu,,stößt zu,,stößt zu,stieß zu,,zugestoßen,,stieße zu,,stoß zu,stoße zu,,stoßt zu,,haben,sein,,,,,
811,1744,umkehren,kehre um,,kehrst um,,kehrt um,kehrte um,,umgekehrt,,kehrte um,,kehr um,kehre um,,kehrt um,,sein,haben,,,,,
812,1743,servieren,serviere,,servierst,,serviert,servierte,,serviert,,servierte,,servier,serviere,,serviert,,haben,,,,,,
813,1715,abschalten,schalte ab,,schaltest ab,,schaltet ab,schaltete ab,,abgeschaltet,,schaltete ab,,schalt ab,schalte ab,,schaltet ab,,haben,,,,,,
814,1713,biegen,biege,,biegst,,biegt,bog,,gebogen,,böge,,biege,,,biegt,,haben,,,,,,
815,1712,ermitteln,ermittle,,ermittelst,,ermittelt,ermittelte,,ermittelt,,ermittelte,,ermittle,,,ermittelt,,haben,,,,,,
816,1706,engagieren,engagiere,,engagierst,,engagiert,engagierte,,engagiert,,engagierte,,engagiere,engagier,,engagiert,,haben,,,,,,
817,1705,manipulieren,manipuliere,,manipulierst,,manipuliert,manipulierte,,manipuliert,,manipulierte,,manipuliere,manipulier,,manipuliert,,haben,,,,,,
818,1705,zugreifen,greife zu,,greifst zu,,greift zu,griff zu,,zugegriffen,,griffe zu,,greife zu,greif zu,,greift zu,,haben,,,,,,
819,1702,rasen,rase,,rast,,rast,raste,,gerast,,raste,,ras,rase,,rast,,sein,haben,,,,,
820,1702,wegwerfen,werfe weg,,wirfst weg,,wirft weg,warf weg,,weggeworfen,,würfe weg,,wirf weg,,,werft weg,,haben,,,,,,
821,1701,bemühen,bemühe,,bemühst,,bemüht,bemühte,,bemüht,,bemühte,,bemüh,,,bemüht,,haben,,,,,,
822,1700,versehen,versehe,,versiehst,,versieht,versah,,versehen,,versähe,,versieh,,,verseht,,haben,,,,,,
823,1700,aufspüren,spüre auf,,spürst auf,,spürt auf,spürte auf,,aufgespürt,,spürte auf,,spür auf,spüre auf,,spürt auf,,haben,,,,,,
824,1698,ausrichten,richte aus,,richtest aus,,richtet aus,richtete aus,,ausgerichtet,,richtete aus,,richte aus,,,richtet aus,,haben,,,,,,
825,1697,überstehen,überstehe,,überstehst,,übersteht,überstand,,überstanden,,überstände,überstünde,übersteh,überstehe,,übersteht,,haben,,,,,,
826,1696,pflanzen,pflanze,,pflanzt,,pflanzt,pflanzte,,gepflanzt,,pflanzte,,pflanze,pflanz,,pflanzt,pflanzet,haben,,,DSC 0912 (4996034567).jpg|mini|1|''Pflanzen'' einer [[Kastanie]],HUERTO ESCOLAR 011 (2).jpg|mini|1|[[Kind]]er ''pflanzen'' [[Salat]],India - Sights &amp; Culture - Planting Rice Paddy 5 (3245008474).jpg|mini|1|''Pflanzen'' von [[Reis]],Ap14 flag.ogv|mini|2|[[Astronaut]]en von [[w:Apollo 14|Apollo 14]] ''pflanzen'' auf dem [[Mond]] die US-[[Flagge]]
827,1695,auflegen,lege auf,,legst auf,,legt auf,legte auf,,aufgelegt,,legte auf,,leg auf,lege auf,,legt auf,,haben,,,,,,
828,1694,durchziehen,ziehe durch,,ziehst durch,,zieht durch,zog durch,,durchgezogen,,zöge durch,,zieh durch,,,zieht durch,,haben,sein,,,,,
829,1690,infizieren,infiziere,,infizierst,,infiziert,infizierte,,infiziert,,infizierte,,infiziere,infizier,,infiziert,,haben,,,,,,
830,1687,abreisen,reise ab,,reist ab,,reist ab,reiste ab,,abgereist,,reiste ab,,reise ab,,,reist ab,,sein,,,,,,
831,1687,entschließen,entschließe,,entschließt,,entschließt,entschloss,,entschlossen,,entschlösse,,entschließ,entschließe,,entschließt,,haben,,,,,,
832,1684,vertreiben,vertreibe,,vertreibst,,vertreibt,vertrieb,,vertrieben,,vertriebe,,vertreibe,,,vertreibt,,haben,,,,,,
833,1684,vorfahren,fahre vor,,fährst vor,,fährt vor,fuhr vor,,vorgefahren,,führe vor,,fahr vor,fahre vor,,fahrt vor,,haben,sein,,,,,
834,1681,orten,orte,,ortest,,ortet,ortete,,geortet,,ortete,,orte,,,ortet,,haben,,,,,,
835,1676,anrichten,richte an,,richtest an,,richtet an,richtete an,,angerichtet,,richtete an,,richte an,,,richtet an,,haben,,,,,,
836,1673,buchen,buche,,buchst,,bucht,buchte,,gebucht,,buchte,,buch,buche,,bucht,,haben,,,,,,
837,1668,bequemen,bequeme,,bequemst,,bequemt,bequemte,,bequemt,,bequemte,,bequem,bequeme,,bequemt,,haben,,,,,,
838,1665,eindringen,dringe ein,,dringst ein,,dringt ein,drang ein,,eingedrungen,,dränge ein,,dringe ein,,,dringt ein,,sein,,,,,,
839,1665,anfühlen,fühle an,,fühlst an,,fühlt an,fühlte an,,angefühlt,,fühlte an,,fühl an,fühle an,,fühlt an,,haben,,,,,,
840,1663,aufräumen,räume auf,,räumst auf,,räumt auf,räumte auf,,aufgeräumt,,räumte auf,,räum auf,räume auf,,räumt auf,,haben,,,,,,
841,1660,auswählen,wähle aus,,wählst aus,,wählt aus,wählte aus,,ausgewählt,,wählte aus,,wähl aus,wähle aus,,wählt aus,,haben,,,,,,
842,1654,freilassen,lasse frei,,lässt frei,,lässt frei,ließ frei,,freigelassen,,ließe frei,,lass frei,lasse frei,,lasst frei,,haben,,,,,,
843,1653,veröffentlichen,veröffentliche,,veröffentlichst,,veröffentlicht,veröffentlichte,,veröffentlicht,,veröffentlichte,,veröffentlich,veröffentliche,,veröffentlicht,,haben,,,,,,
844,1652,aufstellen,stelle auf,,stellst auf,,stellt auf,stellte auf,,aufgestellt,,stellte auf,,stell auf,stelle auf,,stellt auf,,haben,,,,,,
845,1641,zögern,zögere,,zögerst,,zögert,zögerte,,gezögert,,zögerte,,zögere,,,zögert,,haben,,,,,,
846,1641,ersparen,erspare,,ersparst,,erspart,ersparte,,erspart,,ersparte,,erspar,erspare,,erspart,,haben,,,,,,
847,1640,schlucken,schlucke,,schluckst,,schluckt,schluckte,,geschluckt,,schluckte,,schlucke,schluck,,schluckt,,haben,,,,,,
848,1632,durchführen,führe durch,,führst durch,,führt durch,führte durch,,durchgeführt,,führte durch,,führ durch,führe durch,,führt durch,,haben,,,,,,
849,1631,übernachten,übernachte,,übernachtest,,übernachtet,übernachtete,,übernachtet,,übernachtete,,übernachte,,,übernachtet,,haben,,,,,,
850,1630,ansprechen,spreche an,,sprichst an,,spricht an,sprach an,,angesprochen,,spräche an,,sprich an,,,sprecht an,,haben,,,,,,
851,1629,abhängen,hänge ab,,hängst ab,,hängt ab,hing ab,,abgehangen,,hinge ab,,häng ab,hänge ab,,hängt ab,,haben,,,,,,
852,1629,vorkommen,komme vor,,kommst vor,,kommt vor,kam vor,,vorgekommen,,käme vor,,komm vor,,,kommt vor,,sein,,,,,,
853,1628,mieten,miete,,mietest,,mietet,mietete,,gemietet,,mietete,,miete,,,mietet,,haben,,,,,,
854,1620,versammeln,versammle,versammele,versammelst,,versammelt,versammelte,,versammelt,,versammelte,,versammle,,,versammelt,,haben,,,,,,
855,1614,einschließen,schließe ein,,schließt ein,,schließt ein,schloss ein,,eingeschlossen,,schlösse ein,,schließ ein,schließe ein,,schließt ein,,haben,,,,,,
856,1614,belieben,beliebe,,beliebst,,beliebt,beliebte,,beliebt,,beliebte,,belieb,beliebe,,beliebet,,haben,,,,,,
857,1611,anstrengen,strenge an,,strengst an,,strengt an,strengte an,,angestrengt,,strengte an,,strenge an,,,strengt an,,haben,,"Knut muede tw1.jpg|mini|1|Ein [[Eisbär]] ([[w:Knut (Eisbär)|Knut]]), der gerade nicht ''angestrengt'' ist",,,,
858,1611,ablaufen,laufe ab,,läufst ab,,läuft ab,lief ab,,abgelaufen,,liefe ab,,laufe ab,,,lauft ab,,haben,sein,,,,,
859,1606,beschädigen,beschädige,,beschädigst,,beschädigt,beschädigte,,beschädigt,,beschädigte,,beschädige,,,beschädigt,,haben,,,,,,
860,1604,erschöpfen,erschöpfe,,erschöpfst,,erschöpft,erschöpfte,,erschöpft,,erschöpfte,,erschöpf,erschöpfe,,erschöpft,,haben,,,,,,
861,1600,schelten,schelte,,schiltst,,schilt,schalt,,gescholten,,schölte,schälte,schilt,,,scheltet,,haben,,,,,,
862,1599,sicherstellen,stelle sicher,,stellst sicher,,stellt sicher,stellte sicher,,sichergestellt,,stellte sicher,,stell sicher,stelle sicher,,stellt sicher,,haben,,,,,,
863,1595,verwickeln,verwickele,,verwickelst,,verwickelt,verwickelte,,verwickelt,,verwickelte,,verwickel,verwickele,,verwickelt,,haben,,,,,,
864,1592,aufbrechen,breche auf,,brichst auf,,bricht auf,brach auf,,aufgebrochen,,bräche auf,,brich auf,,,brecht auf,,sein,haben,,,,,
865,1591,ablegen,lege ab,,legst ab,,legt ab,legte ab,,abgelegt,,legte ab,,lege ab,,,legt ab,,haben,,,,,,
866,1590,foltern,foltere,,folterst,,foltert,folterte,,gefoltert,,folterte,,foltere,,,foltert,,haben,,,,,,
867,1588,haken,hake,,hakst,,hakt,hakte,,gehakt,,hakte,,hake,,,hakt,,haben,,,,,,
868,1588,überfahren,überfahre,,überfährst,,überfährt,überfuhr,,überfahren,,überführe,,überfahre,,,überfahrt,,haben,,,,,,
869,1587,übertragen,übertrage,,überträgst,,überträgt,übertrug,,übertragen,,übertrüge,,übertrag,übertrage,,übertragt,,haben,,,,,,
870,1587,tropfen,tropfe,,tropfst,,tropft,tropfte,,getropft,,tropfte,,tropfe,tropf,,tropft,,haben,,,,,,
871,1586,erregen,errege,,erregst,,erregt,erregte,,erregt,,erregte,,errege,erreg,,erregt,,haben,,,,,,
872,1586,blockieren,blockiere,,blockierst,,blockiert,blockierte,,blockiert,,blockierte,,blockier,blockiere,,blockiert,,haben,,,,,,
873,1579,zurückrufen,rufe zurück,,rufst zurück,,ruft zurück,rief zurück,,zurückgerufen,,riefe zurück,,ruf zurück,rufe zurück,,ruft zurück,,haben,,,,,,
874,1575,münzen,münze,,münzt,,münzt,münzte,,gemünzt,,münzte,,münz,münze,,münzt,,haben,,,,,,
875,1566,beseitigen,beseitige,,beseitigst,,beseitigt,beseitigte,,beseitigt,,beseitigte,,beseitige,,,beseitigt,,haben,,,,,,
876,1564,verpflichten,verpflichte,,verpflichtest,,verpflichtet,verpflichtete,,verpflichtet,,verpflichtete,,verpflichte,,,verpflichtet,,haben,,,,,,
877,1561,wiegen,wiege,,wiegst,,wiegt,wog,,gewogen,,wöge,,wieg,wiege,,wiegt,,haben,,,Digitalwaage IMGP1358 wp.jpg|thumb|1|auf der Küchenwaage etwas ''wiegen'',Personenwaage fcm.jpg|thumb|1|Körpergewicht auf der Personenwaage ''wiegen'',,
878,1559,angeln,angle,angele,angelst,,angelt,angelte,,geangelt,,angelte,,angle,angele,,angelt,,haben,,,,,,
879,1558,lenken,lenke,,lenkst,,lenkt,lenkte,,gelenkt,,lenkte,,lenk,,,lenkt,,haben,,Driving the new Mercedes A-Class 2012 (7661463504).jpg|thumb|1|ein [[Fahrzeug]] ''lenken'',,,,
